Netlist file: net.in   Architecture file: arch.in
Array size: 92 x 92 logic blocks

#block name	x	y	subblk	block number
#----------	--	--	------	------------
[2957]		66	85	0	#2221
[2958]		67	87	0	#2222
[2959]		80	88	0	#2223
[2960]		66	86	0	#2224
[2961]		79	83	0	#2225
[2962]		78	87	0	#2226
[2963]		81	86	0	#2227
[2964]		81	85	0	#2228
[2967]		83	88	0	#2229
[2972]		81	81	0	#2230
[2980]		69	82	0	#2231
[2981]		70	80	0	#2232
[2983]		74	83	0	#2233
[2984]		75	84	0	#2234
[2986]		81	82	0	#2235
[2987]		79	79	0	#2236
[2990]		84	74	0	#2237
[2994]		80	72	0	#2238
[2995]		80	76	0	#2239
[3000]		73	83	0	#2240
[3001]		84	84	0	#2241
[3005]		89	78	0	#2242
[3006]		90	76	0	#2243
[3008]		88	76	0	#2244
[3011]		81	78	0	#2245
[3015]		82	74	0	#2246
[3019]		82	75	0	#2247
[3020]		83	73	0	#2248
[3023]		85	78	0	#2249
[3024]		75	80	0	#2250
[3027]		70	86	0	#2251
[3030]		73	80	0	#2252
[3031]		87	79	0	#2253
[3034]		87	88	0	#2254
[3036]		66	80	0	#2255
[3040]		67	73	0	#2256
[3041]		47	75	0	#2257
[3042]		55	74	0	#2258
[3045]		48	73	0	#2259
[3046]		63	73	0	#2260
[3047]		65	75	0	#2261
[3048]		47	74	0	#2262
[3049]		63	76	0	#2263
[3050]		64	72	0	#2264
[3051]		66	72	0	#2265
[3056]		49	74	0	#2266
[3057]		52	76	0	#2267
[3058]		63	71	0	#2268
[3060]		62	70	0	#2269
[3064]		65	68	0	#2270
[3066]		62	69	0	#2271
[3069]		53	76	0	#2272
[3074]		51	72	0	#2273
[3075]		66	76	0	#2274
[3076]		57	76	0	#2275
[3083]		49	71	0	#2276
[3084]		50	70	0	#2277
[3085]		51	71	0	#2278
[3086]		67	75	0	#2279
[3088]		62	73	0	#2280
[3090]		56	76	0	#2281
[3091]		54	75	0	#2282
[3092]		61	76	0	#2283
[3093]		60	77	0	#2284
[3096]		60	75	0	#2285
[3097]		60	74	0	#2286
[3098]		66	75	0	#2287
[3099]		66	78	0	#2288
[3104]		59	72	0	#2289
[3109]		70	70	0	#2290
[3110]		70	71	0	#2291
[3111]		56	75	0	#2292
[3112]		55	73	0	#2293
[3114]		70	74	0	#2294
[3116]		53	69	0	#2295
[3117]		75	56	0	#2296
[3118]		72	55	0	#2297
[3119]		75	59	0	#2298
[3120]		77	56	0	#2299
[3121]		78	59	0	#2300
[3122]		69	55	0	#2301
[3125]		76	54	0	#2302
[3126]		74	53	0	#2303
[3139]		68	55	0	#2304
[3140]		60	57	0	#2305
[3141]		72	85	0	#2306
[3144]		66	89	0	#2307
[3147]		67	84	0	#2308
[3149]		71	84	0	#2309
[3150]		76	51	0	#2310
[3151]		76	53	0	#2311
[3153]		75	54	0	#2312
[3156]		74	46	0	#2313
[3157]		69	54	0	#2314
[3158]		68	51	0	#2315
[3159]		78	79	0	#2316
[3160]		79	78	0	#2317
[3161]		77	81	0	#2318
[3162]		78	82	0	#2319
[3165]		78	84	0	#2320
[3166]		80	82	0	#2321
[3167]		76	80	0	#2322
[3168]		77	79	0	#2323
[3169]		51	67	0	#2324
[3170]		76	78	0	#2325
[3171]		76	86	0	#2326
[3173]		77	85	0	#2327
[3174]		77	74	0	#2328
[3175]		52	67	0	#2329
[3176]		78	77	0	#2330
[3177]		75	77	0	#2331
[3179]		80	75	0	#2332
[3182]		78	73	0	#2333
[3185]		57	79	0	#2334
[3186]		58	75	0	#2335
[3187]		81	76	0	#2336
[3189]		58	83	0	#2337
[3193]		53	72	0	#2338
[3195]		76	85	0	#2339
[3196]		76	84	0	#2340
[3197]		68	85	0	#2341
[3199]		69	84	0	#2342
[3205]		59	80	0	#2343
[3206]		58	78	0	#2344
[3214]		60	81	0	#2345
[3215]		57	78	0	#2346
[3221]		74	78	0	#2347
[3222]		70	78	0	#2348
[3223]		74	76	0	#2349
[3231]		70	84	0	#2350
[3233]		73	72	0	#2351
[3240]		72	78	0	#2352
[3243]		75	76	0	#2353
[3246]		79	75	0	#2354
[3247]		73	76	0	#2355
[3249]		79	76	0	#2356
[3251]		61	86	0	#2357
[3257]		47	90	0	#2358
[3260]		49	90	0	#2359
[3266]		49	91	0	#2360
[3274]		50	78	0	#2361
[3276]		52	78	0	#2362
[3277]		50	69	0	#2363
[3278]		76	77	0	#2364
[3280]		54	81	0	#2365
[3292]		49	82	0	#2366
[3295]		43	83	0	#2367
[3297]		53	81	0	#2368
[3301]		50	82	0	#2369
[3303]		51	83	0	#2370
[3307]		60	82	0	#2371
[3308]		58	77	0	#2372
[3314]		46	90	0	#2373
[3316]		73	85	0	#2374
[3318]		63	88	0	#2375
[3320]		69	86	0	#2376
[3322]		58	86	0	#2377
[3326]		60	79	0	#2378
[3327]		57	77	0	#2379
[3328]		68	83	0	#2380
[3337]		42	84	0	#2381
[3339]		73	86	0	#2382
[3341]		59	88	0	#2383
[3349]		47	92	0	#2384
[3355]		52	92	0	#2385
[3358]		51	91	0	#2386
[3375]		48	84	0	#2387
[3381]		42	87	0	#2388
[3383]		49	87	0	#2389
[3387]		50	85	0	#2390
[3389]		51	84	0	#2391
[3391]		77	80	0	#2392
[3393]		59	83	0	#2393
[3399]		45	84	0	#2394
[3402]		44	88	0	#2395
[3405]		44	85	0	#2396
[3406]		45	87	0	#2397
[3407]		46	87	0	#2398
[3410]		45	85	0	#2399
[3412]		53	87	0	#2400
[3420]		41	90	0	#2401
[3426]		45	90	0	#2402
[3429]		43	90	0	#2403
[3431]		50	88	0	#2404
[3435]		51	88	0	#2405
[3439]		77	75	0	#2406
[3444]		75	74	0	#2407
[3448]		46	81	0	#2408
[3449]		45	80	0	#2409
[3450]		45	82	0	#2410
[3453]		44	78	0	#2411
[3456]		44	80	0	#2412
[3457]		46	78	0	#2413
[3458]		45	79	0	#2414
[3462]		40	85	0	#2415
[3464]		48	80	0	#2416
[3466]		53	79	0	#2417
[3474]		49	70	0	#2418
[3479]		46	92	0	#2419
[3482]		44	92	0	#2420
[3488]		43	91	0	#2421
[3491]		40	91	0	#2422
[3493]		49	84	0	#2423
[3497]		50	83	0	#2424
[3506]		44	47	0	#2425
[3512]		49	52	0	#2426
[3514]		49	48	0	#2427
[3515]		75	27	0	#2428
[3516]		75	30	0	#2429
[3517]		71	29	0	#2430
[3520]		74	37	0	#2431
[3521]		74	43	0	#2432
[3522]		74	44	0	#2433
[3528]		70	43	0	#2434
[3529]		68	42	0	#2435
[3533]		61	42	0	#2436
[3534]		68	44	0	#2437
[3537]		73	13	0	#2438
[3540]		73	18	0	#2439
[3543]		90	16	0	#2440
[3544]		89	16	0	#2441
[3545]		89	11	0	#2442
[3546]		65	36	0	#2443
[3547]		90	12	0	#2444
[3548]		73	33	0	#2445
[3549]		90	18	0	#2446
[3551]		68	41	0	#2447
[3552]		67	42	0	#2448
[3553]		63	39	0	#2449
[3554]		71	36	0	#2450
[3555]		64	38	0	#2451
[3556]		61	38	0	#2452
[3557]		87	19	0	#2453
[3558]		85	13	0	#2454
[3559]		70	36	0	#2455
[3561]		73	2	0	#2456
[3562]		67	5	0	#2457
[3563]		87	11	0	#2458
[3564]		66	39	0	#2459
[3565]		90	6	0	#2460
[3566]		88	7	0	#2461
[3567]		85	12	0	#2462
[3568]		73	31	0	#2463
[3569]		83	16	0	#2464
[3571]		75	32	0	#2465
[3572]		87	9	0	#2466
[3573]		86	7	0	#2467
[3576]		70	2	0	#2468
[3577]		73	30	0	#2469
[3578]		66	1	0	#2470
[3580]		72	28	0	#2471
[3581]		74	2	0	#2472
[3582]		72	5	0	#2473
[3584]		73	32	0	#2474
[3587]		64	5	0	#2475
[3588]		72	32	0	#2476
[3589]		72	30	0	#2477
[3590]		61	3	0	#2478
[3593]		69	5	0	#2479
[3594]		70	5	0	#2480
[3596]		70	39	0	#2481
[3601]		72	34	0	#2482
[3602]		69	32	0	#2483
[3605]		86	11	0	#2484
[3606]		89	7	0	#2485
[3607]		90	19	0	#2486
[3608]		86	16	0	#2487
[3609]		90	9	0	#2488
[3610]		90	13	0	#2489
[3611]		88	19	0	#2490
[3612]		84	16	0	#2491
[3615]		86	19	0	#2492
[3617]		87	10	0	#2493
[3618]		86	9	0	#2494
[3623]		65	2	0	#2495
[3625]		62	4	0	#2496
[3627]		65	5	0	#2497
[3628]		67	2	0	#2498
[3629]		71	2	0	#2499
[3630]		73	3	0	#2500
[3631]		72	6	0	#2501
[3632]		70	4	0	#2502
[3639]		60	41	0	#2503
[3641]		71	41	0	#2504
[3642]		69	40	0	#2505
[3644]		66	42	0	#2506
[3645]		70	40	0	#2507
[3647]		73	41	0	#2508
[3650]		60	18	0	#2509
[3651]		80	42	0	#2510
[3652]		59	13	0	#2511
[3653]		77	18	0	#2512
[3655]		81	33	0	#2513
[3658]		78	18	0	#2514
[3660]		78	36	0	#2515
[3661]		79	34	0	#2516
[3662]		74	24	0	#2517
[3663]		74	29	0	#2518
[3664]		80	35	0	#2519
[3665]		63	12	0	#2520
[3666]		71	27	0	#2521
[3667]		74	27	0	#2522
[3668]		75	42	0	#2523
[3670]		76	28	0	#2524
[3676]		81	31	0	#2525
[3679]		81	42	0	#2526
[3680]		66	25	0	#2527
[3681]		80	41	0	#2528
[3682]		79	31	0	#2529
[3687]		78	39	0	#2530
[3690]		70	31	0	#2531
[3691]		81	30	0	#2532
[3696]		73	26	0	#2533
[3698]		80	39	0	#2534
[3702]		79	39	0	#2535
[3703]		78	41	0	#2536
[3704]		81	36	0	#2537
[3706]		82	35	0	#2538
[3708]		89	34	0	#2539
[3709]		89	35	0	#2540
[3710]		88	35	0	#2541
[3711]		87	35	0	#2542
[3712]		84	41	0	#2543
[3715]		85	41	0	#2544
[3716]		88	33	0	#2545
[3717]		86	34	0	#2546
[3719]		78	27	0	#2547
[3720]		80	6	0	#2548
[3721]		79	6	0	#2549
[3724]		86	4	0	#2550
[3725]		84	4	0	#2551
[3727]		84	40	0	#2552
[3728]		83	9	0	#2553
[3729]		82	9	0	#2554
[3730]		85	39	0	#2555
[3731]		80	7	0	#2556
[3732]		76	4	0	#2557
[3735]		78	4	0	#2558
[3736]		81	13	0	#2559
[3737]		81	11	0	#2560
[3739]		78	3	0	#2561
[3741]		82	38	0	#2562
[3743]		78	6	0	#2563
[3744]		75	7	0	#2564
[3748]		89	23	0	#2565
[3749]		91	28	0	#2566
[3750]		88	29	0	#2567
[3751]		89	29	0	#2568
[3752]		84	43	0	#2569
[3755]		85	42	0	#2570
[3756]		87	25	0	#2571
[3757]		86	26	0	#2572
[3759]		83	40	0	#2573
[3761]		92	35	0	#2574
[3762]		90	35	0	#2575
[3763]		91	33	0	#2576
[3764]		91	34	0	#2577
[3765]		84	38	0	#2578
[3768]		85	37	0	#2579
[3769]		88	32	0	#2580
[3770]		87	34	0	#2581
[3773]		83	5	0	#2582
[3774]		81	6	0	#2583
[3777]		80	5	0	#2584
[3778]		77	5	0	#2585
[3779]		77	26	0	#2586
[3780]		75	28	0	#2587
[3782]		86	2	0	#2588
[3783]		84	3	0	#2589
[3785]		84	7	0	#2590
[3786]		82	8	0	#2591
[3788]		81	5	0	#2592
[3789]		75	4	0	#2593
[3792]		76	1	0	#2594
[3793]		79	1	0	#2595
[3795]		80	12	0	#2596
[3796]		80	11	0	#2597
[3798]		77	6	0	#2598
[3799]		75	6	0	#2599
[3801]		91	24	0	#2600
[3802]		91	27	0	#2601
[3803]		90	28	0	#2602
[3804]		91	26	0	#2603
[3805]		84	37	0	#2604
[3808]		83	33	0	#2605
[3809]		88	25	0	#2606
[3810]		87	26	0	#2607
[3813]		88	4	0	#2608
[3814]		86	3	0	#2609
[3816]		84	36	0	#2610
[3817]		83	7	0	#2611
[3818]		81	8	0	#2612
[3819]		85	35	0	#2613
[3820]		82	5	0	#2614
[3821]		74	4	0	#2615
[3823]		59	36	0	#2616
[3826]		80	9	0	#2617
[3827]		76	12	0	#2618
[3828]		74	7	0	#2619
[3829]		58	17	0	#2620
[3830]		71	7	0	#2621
[3834]		79	15	0	#2622
[3835]		80	15	0	#2623
[3838]		67	7	0	#2624
[3840]		69	7	0	#2625
[3842]		81	12	0	#2626
[3843]		79	11	0	#2627
[3845]		81	1	0	#2628
[3846]		80	3	0	#2629
[3849]		56	35	0	#2630
[3851]		77	7	0	#2631
[3852]		74	6	0	#2632
[3855]		75	9	0	#2633
[3856]		77	12	0	#2634
[3857]		64	11	0	#2635
[3858]		65	7	0	#2636
[3859]		74	13	0	#2637
[3863]		80	13	0	#2638
[3864]		80	14	0	#2639
[3865]		77	15	0	#2640
[3866]		78	14	0	#2641
[3867]		79	13	0	#2642
[3868]		66	7	0	#2643
[3870]		66	10	0	#2644
[3874]		46	29	0	#2645
[3878]		70	26	0	#2646
[3879]		68	25	0	#2647
[3880]		70	23	0	#2648
[3881]		70	28	0	#2649
[3882]		45	30	0	#2650
[3883]		45	32	0	#2651
[3884]		49	29	0	#2652
[3888]		69	24	0	#2653
[3889]		75	26	0	#2654
[3891]		58	11	0	#2655
[3892]		64	9	0	#2656
[3893]		47	29	0	#2657
[3894]		64	8	0	#2658
[3895]		57	11	0	#2659
[3896]		55	19	0	#2660
[3897]		57	14	0	#2661
[3898]		66	12	0	#2662
[3899]		58	15	0	#2663
[3900]		56	21	0	#2664
[3902]		45	31	0	#2665
[3903]		47	32	0	#2666
[3904]		65	12	0	#2667
[3906]		48	31	0	#2668
[3907]		50	22	0	#2669
[3908]		43	30	0	#2670
[3910]		46	32	0	#2671
[3912]		47	26	0	#2672
[3914]		83	23	0	#2673
[3915]		84	21	0	#2674
[3916]		76	33	0	#2675
[3918]		86	23	0	#2676
[3919]		85	29	0	#2677
[3920]		85	27	0	#2678
[3921]		84	28	0	#2679
[3922]		86	28	0	#2680
[3923]		89	26	0	#2681
[3926]		76	34	0	#2682
[3927]		76	36	0	#2683
[3929]		75	35	0	#2684
[3930]		84	25	0	#2685
[3931]		76	31	0	#2686
[3934]		75	8	0	#2687
[3937]		78	9	0	#2688
[3938]		77	9	0	#2689
[3939]		76	7	0	#2690
[3940]		77	10	0	#2691
[3941]		79	10	0	#2692
[3942]		78	8	0	#2693
[3943]		76	14	0	#2694
[3944]		77	13	0	#2695
[3945]		75	25	0	#2696
[3946]		76	25	0	#2697
[3948]		76	24	0	#2698
[3950]		79	14	0	#2699
[3951]		79	16	0	#2700
[3952]		80	16	0	#2701
[3955]		66	9	0	#2702
[3957]		68	8	0	#2703
[3959]		67	11	0	#2704
[3961]		71	9	0	#2705
[3963]		67	8	0	#2706
[3965]		74	8	0	#2707
[3969]		69	8	0	#2708
[3973]		77	14	0	#2709
[3975]		66	8	0	#2710
[3977]		76	15	0	#2711
[3979]		91	31	0	#2712
[3980]		92	33	0	#2713
[3981]		91	30	0	#2714
[3982]		90	32	0	#2715
[3986]		87	32	0	#2716
[3987]		87	33	0	#2717
[3989]		86	32	0	#2718
[3990]		87	31	0	#2719
[3991]		85	34	0	#2720
[4005]		81	27	0	#2721
[4006]		81	28	0	#2722
[4017]		90	29	0	#2723
[4018]		91	22	0	#2724
[4019]		91	21	0	#2725
[4020]		90	21	0	#2726
[4024]		87	24	0	#2727
[4025]		86	24	0	#2728
[4027]		85	24	0	#2729
[4028]		85	25	0	#2730
[4029]		86	25	0	#2731
[4037]		84	26	0	#2732
[4043]		81	26	0	#2733
[4044]		83	22	0	#2734
[4046]		81	24	0	#2735
[4047]		83	25	0	#2736
[4061]		74	35	0	#2737
[4062]		62	13	0	#2738
[4064]		63	6	0	#2739
[4065]		63	8	0	#2740
[4066]		79	21	0	#2741
[4067]		81	32	0	#2742
[4069]		79	41	0	#2743
[4070]		79	23	0	#2744
[4072]		78	37	0	#2745
[4073]		80	31	0	#2746
[4077]		79	38	0	#2747
[4078]		78	42	0	#2748
[4079]		80	33	0	#2749
[4082]		82	32	0	#2750
[4083]		80	34	0	#2751
[4089]		74	39	0	#2752
[4090]		77	40	0	#2753
[4096]		61	26	0	#2754
[4100]		61	25	0	#2755
[4101]		60	28	0	#2756
[4102]		60	33	0	#2757
[4107]		60	16	0	#2758
[4108]		61	16	0	#2759
[4109]		68	26	0	#2760
[4112]		65	31	0	#2761
[4113]		58	27	0	#2762
[4115]		65	30	0	#2763
[4117]		60	27	0	#2764
[4118]		59	28	0	#2765
[4121]		60	8	0	#2766
[4122]		62	6	0	#2767
[4123]		61	23	0	#2768
[4124]		62	7	0	#2769
[4127]		62	23	0	#2770
[4128]		60	25	0	#2771
[4129]		60	32	0	#2772
[4132]		59	15	0	#2773
[4134]		58	23	0	#2774
[4135]		60	11	0	#2775
[4138]		59	23	0	#2776
[4139]		59	25	0	#2777
[4142]		59	33	0	#2778
[4145]		59	32	0	#2779
[4147]		61	32	0	#2780
[4149]		59	34	0	#2781
[4151]		61	34	0	#2782
[4158]		53	26	0	#2783
[4161]		49	28	0	#2784
[4162]		65	25	0	#2785
[4163]		53	28	0	#2786
[4164]		50	28	0	#2787
[4165]		56	33	0	#2788
[4167]		56	31	0	#2789
[4170]		58	16	0	#2790
[4175]		64	31	0	#2791
[4176]		57	29	0	#2792
[4179]		55	28	0	#2793
[4182]		54	36	0	#2794
[4183]		63	31	0	#2795
[4184]		53	29	0	#2796
[4187]		53	30	0	#2797
[4189]		58	10	0	#2798
[4191]		59	6	0	#2799
[4192]		58	7	0	#2800
[4193]		55	22	0	#2801
[4194]		57	27	0	#2802
[4196]		52	25	0	#2803
[4197]		55	21	0	#2804
[4199]		56	24	0	#2805
[4200]		51	26	0	#2806
[4201]		55	24	0	#2807
[4204]		57	31	0	#2808
[4206]		58	19	0	#2809
[4208]		58	13	0	#2810
[4209]		54	22	0	#2811
[4211]		53	25	0	#2812
[4213]		48	25	0	#2813
[4214]		54	20	0	#2814
[4216]		55	25	0	#2815
[4217]		50	26	0	#2816
[4220]		54	27	0	#2817
[4222]		56	25	0	#2818
[4226]		55	26	0	#2819
[4231]		54	33	0	#2820
[4232]		53	32	0	#2821
[4235]		55	36	0	#2822
[4236]		54	32	0	#2823
[4240]		88	12	0	#2824
[4241]		88	13	0	#2825
[4242]		64	36	0	#2826
[4243]		90	20	0	#2827
[4244]		67	36	0	#2828
[4245]		88	18	0	#2829
[4246]		62	39	0	#2830
[4247]		66	35	0	#2831
[4248]		64	39	0	#2832
[4249]		61	37	0	#2833
[4250]		87	20	0	#2834
[4252]		67	37	0	#2835
[4253]		73	1	0	#2836
[4254]		67	4	0	#2837
[4255]		88	17	0	#2838
[4257]		57	37	0	#2839
[4258]		58	41	0	#2840
[4259]		59	40	0	#2841
[4260]		57	39	0	#2842
[4263]		68	39	0	#2843
[4264]		65	43	0	#2844
[4265]		56	38	0	#2845
[4266]		62	38	0	#2846
[4269]		66	40	0	#2847
[4273]		89	20	0	#2848
[4276]		81	20	0	#2849
[4277]		83	20	0	#2850
[4281]		61	35	0	#2851
[4282]		86	18	0	#2852
[4283]		86	20	0	#2853
[4284]		85	23	0	#2854
[4286]		84	19	0	#2855
[4293]		63	41	0	#2856
[4294]		62	42	0	#2857
[4295]		61	40	0	#2858
[4296]		63	44	0	#2859
[4299]		89	6	0	#2860
[4300]		88	6	0	#2861
[4301]		88	15	0	#2862
[4302]		87	16	0	#2863
[4303]		67	32	0	#2864
[4305]		70	33	0	#2865
[4306]		87	8	0	#2866
[4307]		86	8	0	#2867
[4309]		86	17	0	#2868
[4312]		81	18	0	#2869
[4313]		82	18	0	#2870
[4317]		84	10	0	#2871
[4322]		85	9	0	#2872
[4323]		85	10	0	#2873
[4324]		86	21	0	#2874
[4327]		73	37	0	#2875
[4331]		68	2	0	#2876
[4332]		69	35	0	#2877
[4333]		68	33	0	#2878
[4334]		65	1	0	#2879
[4337]		74	1	0	#2880
[4338]		72	4	0	#2881
[4341]		73	9	0	#2882
[4342]		70	11	0	#2883
[4343]		72	7	0	#2884
[4344]		70	7	0	#2885
[4345]		57	17	0	#2886
[4349]		64	6	0	#2887
[4350]		68	15	0	#2888
[4351]		66	15	0	#2889
[4354]		69	6	0	#2890
[4357]		67	3	0	#2891
[4358]		68	32	0	#2892
[4359]		62	3	0	#2893
[4361]		66	33	0	#2894
[4362]		69	4	0	#2895
[4363]		70	6	0	#2896
[4365]		68	36	0	#2897
[4367]		66	11	0	#2898
[4368]		68	7	0	#2899
[4369]		73	12	0	#2900
[4374]		69	9	0	#2901
[4375]		72	11	0	#2902
[4376]		61	15	0	#2903
[4377]		60	14	0	#2904
[4378]		61	9	0	#2905
[4383]		69	36	0	#2906
[4384]		67	35	0	#2907
[4387]		65	6	0	#2908
[4392]		72	40	0	#2909
[4394]		73	35	0	#2910
[4397]		64	41	0	#2911
[4400]		72	41	0	#2912
[4406]		78	22	0	#2913
[4407]		77	23	0	#2914
[4409]		78	23	0	#2915
[4410]		88	22	0	#2916
[4411]		79	22	0	#2917
[4415]		73	22	0	#2918
[4417]		76	20	0	#2919
[4418]		76	37	0	#2920
[4419]		71	22	0	#2921
[4421]		69	13	0	#2922
[4422]		68	12	0	#2923
[4423]		68	11	0	#2924
[4425]		73	14	0	#2925
[4426]		71	16	0	#2926
[4428]		70	19	0	#2927
[4430]		71	13	0	#2928
[4432]		72	15	0	#2929
[4433]		63	35	0	#2930
[4434]		64	35	0	#2931
[4435]		60	35	0	#2932
[4436]		60	34	0	#2933
[4439]		56	39	0	#2934
[4448]		59	38	0	#2935
[4449]		57	38	0	#2936
[4458]		73	39	0	#2937
[4459]		73	38	0	#2938
[4462]		68	22	0	#2939
[4464]		68	21	0	#2940
[4465]		80	20	0	#2941
[4466]		66	24	0	#2942
[4467]		66	21	0	#2943
[4470]		81	21	0	#2944
[4471]		74	22	0	#2945
[4472]		75	20	0	#2946
[4473]		65	33	0	#2947
[4474]		67	23	0	#2948
[4475]		68	28	0	#2949
[4476]		67	26	0	#2950
[4478]		69	17	0	#2951
[4479]		70	17	0	#2952
[4480]		71	24	0	#2953
[4481]		76	19	0	#2954
[4482]		77	20	0	#2955
[4484]		77	21	0	#2956
[4491]		88	21	0	#2957
[4501]		82	17	0	#2958
[4504]		80	18	0	#2959
[4505]		79	18	0	#2960
[4508]		72	22	0	#2961
[4509]		70	21	0	#2962
[4510]		74	23	0	#2963
[4518]		68	16	0	#2964
[4519]		64	13	0	#2965
[4520]		69	19	0	#2966
[4523]		70	13	0	#2967
[4524]		62	16	0	#2968
[4525]		68	27	0	#2969
[4526]		67	19	0	#2970
[4530]		75	15	0	#2971
[4531]		72	16	0	#2972
[4532]		73	15	0	#2973
[4533]		67	10	0	#2974
[4536]		73	10	0	#2975
[4538]		73	7	0	#2976
[4540]		71	8	0	#2977
[4544]		67	6	0	#2978
[4546]		63	14	0	#2979
[4547]		62	11	0	#2980
[4548]		68	14	0	#2981
[4550]		71	17	0	#2982
[4551]		70	16	0	#2983
[4553]		66	14	0	#2984
[4554]		64	33	0	#2985
[4556]		73	16	0	#2986
[4558]		74	19	0	#2987
[4560]		74	16	0	#2988
[4562]		66	17	0	#2989
[4564]		66	6	0	#2990
[4567]		69	10	0	#2991
[4570]		67	13	0	#2992
[4574]		68	9	0	#2993
[4581]		74	20	0	#2994
[4583]		63	16	0	#2995
[4585]		62	9	0	#2996
[4588]		50	32	0	#2997
[4589]		51	34	0	#2998
[4590]		65	23	0	#2999
[4591]		66	16	0	#3000
[4592]		65	19	0	#3001
[4596]		64	34	0	#3002
[4599]		52	35	0	#3003
[4606]		58	21	0	#3004
[4607]		58	20	0	#3005
[4608]		66	13	0	#3006
[4609]		67	9	0	#3007
[4613]		56	15	0	#3008
[4615]		58	4	0	#3009
[4620]		56	2	0	#3010
[4624]		56	4	0	#3011
[4625]		58	5	0	#3012
[4627]		57	5	0	#3013
[4632]		54	12	0	#3014
[4638]		51	13	0	#3015
[4641]		55	12	0	#3016
[4642]		52	13	0	#3017
[4644]		55	10	0	#3018
[4649]		43	9	0	#3019
[4651]		55	13	0	#3020
[4652]		50	33	0	#3021
[4653]		62	17	0	#3022
[4655]		51	35	0	#3023
[4657]		62	10	0	#3024
[4659]		62	21	0	#3025
[4660]		62	20	0	#3026
[4661]		34	7	0	#3027
[4663]		30	6	0	#3028
[4667]		31	5	0	#3029
[4668]		29	3	0	#3030
[4671]		30	4	0	#3031
[4674]		33	7	0	#3032
[4675]		31	7	0	#3033
[4676]		32	2	0	#3034
[4678]		65	13	0	#3035
[4680]		50	19	0	#3036
[4681]		56	17	0	#3037
[4685]		50	20	0	#3038
[4687]		65	9	0	#3039
[4688]		64	7	0	#3040
[4690]		47	5	0	#3041
[4691]		45	3	0	#3042
[4695]		46	3	0	#3043
[4697]		41	2	0	#3044
[4699]		46	4	0	#3045
[4703]		44	4	0	#3046
[4704]		47	4	0	#3047
[4705]		40	2	0	#3048
[4707]		42	7	0	#3049
[4709]		38	5	0	#3050
[4713]		38	6	0	#3051
[4714]		36	4	0	#3052
[4717]		40	6	0	#3053
[4720]		42	5	0	#3054
[4721]		40	5	0	#3055
[4722]		36	6	0	#3056
[4738]		35	12	0	#3057
[4739]		34	15	0	#3058
[4743]		34	13	0	#3059
[4745]		33	9	0	#3060
[4747]		36	14	0	#3061
[4751]		34	14	0	#3062
[4752]		35	11	0	#3063
[4753]		32	10	0	#3064
[4757]		46	13	0	#3065
[4763]		44	13	0	#3066
[4766]		46	14	0	#3067
[4767]		45	16	0	#3068
[4769]		47	16	0	#3069
[4776]		62	24	0	#3070
[4778]		52	19	0	#3071
[4779]		64	19	0	#3072
[4781]		52	16	0	#3073
[4782]		52	17	0	#3074
[4784]		52	18	0	#3075
[4785]		60	19	0	#3076
[4787]		53	16	0	#3077
[4788]		53	17	0	#3078
[4792]		32	7	0	#3079
[4793]		32	8	0	#3080
[4795]		42	9	0	#3081
[4796]		31	19	0	#3082
[4797]		32	6	0	#3083
[4799]		31	3	0	#3084
[4802]		62	27	0	#3085
[4803]		63	27	0	#3086
[4804]		53	19	0	#3087
[4805]		64	20	0	#3088
[4807]		54	19	0	#3089
[4808]		53	18	0	#3090
[4810]		54	18	0	#3091
[4811]		63	20	0	#3092
[4813]		54	16	0	#3093
[4814]		54	17	0	#3094
[4817]		51	24	0	#3095
[4824]		45	19	0	#3096
[4827]		71	20	0	#3097
[4833]		41	7	0	#3098
[4834]		39	6	0	#3099
[4836]		40	14	0	#3100
[4837]		39	19	0	#3101
[4838]		39	7	0	#3102
[4839]		37	6	0	#3103
[4843]		47	3	0	#3104
[4844]		46	7	0	#3105
[4846]		46	8	0	#3106
[4847]		44	19	0	#3107
[4848]		44	3	0	#3108
[4851]		42	3	0	#3109
[4853]		35	19	0	#3110
[4856]		66	23	0	#3111
[4857]		69	20	0	#3112
[4861]		42	13	0	#3113
[4862]		46	15	0	#3114
[4864]		42	12	0	#3115
[4865]		41	13	0	#3116
[4866]		43	16	0	#3117
[4868]		42	16	0	#3118
[4875]		65	18	0	#3119
[4886]		53	12	0	#3120
[4887]		52	12	0	#3121
[4889]		50	14	0	#3122
[4890]		42	11	0	#3123
[4891]		51	10	0	#3124
[4892]		50	10	0	#3125
[4896]		53	4	0	#3126
[4897]		57	2	0	#3127
[4899]		54	8	0	#3128
[4900]		49	4	0	#3129
[4901]		55	4	0	#3130
[4904]		50	4	0	#3131
[4910]		37	24	0	#3132
[4911]		37	22	0	#3133
[4912]		37	23	0	#3134
[4913]		35	88	0	#3135
[4917]		49	16	0	#3136
[4921]		34	10	0	#3137
[4922]		36	13	0	#3138
[4924]		38	15	0	#3139
[4925]		34	19	0	#3140
[4926]		34	12	0	#3141
[4930]		34	9	0	#3142
[4931]		37	21	0	#3143
[4933]		40	20	0	#3144
[4938]		40	19	0	#3145
[4942]		41	19	0	#3146
[4943]		44	20	0	#3147
[4945]		43	21	0	#3148
